date,item_id,sales_figures,store_id
2025/11/19,0000000001,76,0042
2025/11/19,0000000001,0,0018
2025/11/19,0000000001,31,0037
2025/11/19,0000000001,95,0037
2025/11/19,0000000001,71,0035
2025/11/19,0000000001,71,0033
2025/11/19,0000000001,45,0027
2025/11/19,0000000001,45,0033
2025/11/19,0000000001,72,0008
2025/11/19,0000000001,86,0011
2025/11/19,0000000001,5,0036
2025/11/19,0000000001,91,0015
2025/11/18,0000000001,0,0022
2025/11/18,0000000001,12,0017
2025/11/18,0000000001,33,0026
2025/11/18,0000000001,52,0043
2025/11/18,0000000001,70,0018
2025/11/18,0000000001,77,0016
2025/11/18,0000000001,40,0034
2025/11/18,0000000001,71,0013
2025/11/18,0000000001,81,0027
2025/11/18,0000000001,37,0011
2025/11/18,0000000001,44,0050
2025/11/18,0000000001,71,0026
2025/11/18,0000000001,94,0020
2025/11/18,0000000001,74,0006
2025/11/18,0000000001,31,0005
2025/11/18,0000000001,84,0050
2025/11/18,0000000001,78,0002
2025/11/18,0000000001,18,0011
2025/11/18,0000000001,74,0046
2025/11/18,0000000001,18,0023
2025/11/18,0000000001,69,0005
2025/11/18,0000000001,57,0031
2025/11/18,0000000001,96,0029
2025/11/18,0000000001,87,0042
2025/11/18,0000000001,68,0019
2025/11/18,0000000001,3,0003
2025/11/18,0000000001,35,0029
2025/11/18,0000000001,93,0050
2025/11/18,0000000001,53,0016
2025/11/18,0000000001,61,0004
2025/11/18,0000000001,17,0015
2025/11/18,0000000001,40,0044
2025/11/18,0000000001,20,0006
2025/11/18,0000000001,41,0018
2025/11/18,0000000001,2,0003
2025/11/18,0000000001,19,0012
2025/11/18,0000000001,30,0032
2025/11/18,0000000001,52,0038
2025/11/18,0000000001,81,0026
2025/11/18,0000000001,50,0010
2025/11/18,0000000001,14,0015
2025/11/18,0000000001,45,0041
2025/11/18,0000000001,28,0029
2025/11/18,0000000001,37,0048
2025/11/18,0000000001,79,0011
2025/11/18,0000000001,18,0014
2025/11/18,0000000001,1,0039
2025/11/18,0000000001,51,0036
2025/11/18,0000000001,31,0048
2025/11/18,0000000001,0,0043
2025/11/18,0000000001,57,0043
2025/11/18,0000000001,50,0006
2025/11/18,0000000001,30,0020
2025/11/18,0000000001,55,0047
2025/11/18,0000000001,86,0025
2025/11/18,0000000001,2,0039
2025/11/18,0000000001,98,0028
2025/11/17,0000000001,79,0018
2025/11/17,0000000001,67,0026
2025/11/17,0000000001,3,0017
2025/11/17,0000000001,52,0035
2025/11/17,0000000001,11,0021
2025/11/17,0000000001,71,0041
2025/11/17,0000000001,67,0030
2025/11/17,0000000001,94,0024
2025/11/17,0000000001,56,0024
2025/11/17,0000000001,82,0014
2025/11/17,0000000001,39,0017
2025/11/17,0000000001,90,0041
2025/11/17,0000000001,89,0043
2025/11/17,0000000001,100,0021
2025/11/17,0000000001,67,0046
2025/11/17,0000000001,88,0049
2025/11/17,0000000001,20,0035
2025/11/17,0000000001,95,0031
2025/11/17,0000000001,34,0013
2025/11/17,0000000001,55,0037
2025/11/17,0000000001,22,0018
2025/11/17,0000000001,20,0001
2025/11/17,0000000001,51,0021
2025/11/17,0000000001,24,0027
2025/11/17,0000000001,53,0039
2025/11/17,0000000001,54,0033
2025/11/17,0000000001,3,0015
2025/11/17,0000000001,18,0007
2025/11/17,0000000001,95,0027
2025/11/17,0000000001,16,0018
2025/11/17,0000000001,27,0033
2025/11/17,0000000001,81,0020
2025/11/17,0000000001,65,0020
2025/11/17,0000000001,19,0044
2025/11/17,0000000001,23,0033
2025/11/17,0000000001,40,0013
2025/11/17,0000000001,26,0004
2025/11/17,0000000001,59,0021
2025/11/17,0000000001,95,0003
2025/11/17,0000000001,20,0017
2025/11/17,0000000001,82,0048
2025/11/17,0000000001,69,0016
2025/11/17,0000000001,20,0030
2025/11/17,0000000001,24,0014
2025/11/17,0000000001,5,0014
2025/11/17,0000000001,98,0002
2025/11/17,0000000001,99,0003
2025/11/17,0000000001,16,0009
2025/11/17,0000000001,41,0010
2025/11/17,0000000001,66,0049
2025/11/17,0000000001,80,0036
2025/11/16,0000000001,52,0045
2025/11/16,0000000001,60,0045
2025/11/16,0000000001,94,0014
2025/11/16,0000000001,24,0006
2025/11/16,0000000001,75,0010
2025/11/16,0000000001,7,0042
2025/11/16,0000000001,87,0032
2025/11/16,0000000001,37,0037
2025/11/16,0000000001,99,0046
2025/11/16,0000000001,12,0040
2025/11/16,0000000001,98,0050
2025/11/16,0000000001,46,0024
2025/11/16,0000000001,28,0020
2025/11/16,0000000001,96,0019
2025/11/16,0000000001,68,0043
2025/11/16,0000000001,80,0023
2025/11/16,0000000001,87,0023
2025/11/16,0000000001,14,0024
2025/11/16,0000000001,34,0002
2025/11/16,0000000001,92,0020
2025/11/16,0000000001,81,0045
2025/11/16,0000000001,30,0031
2025/11/16,0000000001,69,0001
2025/11/16,0000000001,100,0032
2025/11/16,0000000001,6,0005
2025/11/15,0000000001,35,0012
2025/11/15,0000000001,36,0004
2025/11/15,0000000001,76,0012
2025/11/15,0000000001,17,0024
2025/11/15,0000000001,52,0013
2025/11/15,0000000001,73,0003
2025/11/15,0000000001,91,0011
2025/11/15,0000000001,10,0037
2025/11/15,0000000001,40,0012
2025/11/15,0000000001,41,0022
2025/11/15,0000000001,26,0030
2025/11/15,0000000001,3,0023
2025/11/15,0000000001,22,0016
2025/11/15,0000000001,73,0033
2025/11/15,0000000001,61,0038
2025/11/15,0000000001,86,0015
2025/11/15,0000000001,88,0018
2025/11/15,0000000001,43,0019
2025/11/15,0000000001,1,0024
2025/11/15,0000000001,36,0049
2025/11/15,0000000001,98,0044
2025/11/15,0000000001,21,0016
2025/11/15,0000000001,59,0039
2025/11/15,0000000001,11,0013
2025/11/15,0000000001,36,0028
2025/11/15,0000000001,13,0030
2025/11/15,0000000001,49,0033
2025/11/15,0000000001,51,0043
2025/11/15,0000000001,20,0030
2025/11/15,0000000001,2,0002
2025/11/15,0000000001,43,0012
2025/11/15,0000000001,30,0040
2025/11/15,0000000001,8,0045
2025/11/15,0000000001,58,0050
2025/11/15,0000000001,51,0050
2025/11/15,0000000001,68,0043
2025/11/15,0000000001,41,0045
2025/11/15,0000000001,61,0019
2025/11/15,0000000001,84,0013
2025/11/15,0000000001,52,0045
2025/11/15,0000000001,64,0010
2025/11/15,0000000001,31,0029
2025/11/15,0000000001,65,0031
2025/11/15,0000000001,8,0019
2025/11/15,0000000001,22,0003
2025/11/15,0000000001,51,0027
2025/11/15,0000000001,55,0004
2025/11/15,0000000001,100,0005
2025/11/15,0000000001,52,0041
2025/11/15,0000000001,82,0003
2025/11/14,0000000001,73,0042
2025/11/14,0000000001,25,0003
2025/11/14,0000000001,23,0033
2025/11/14,0000000001,56,0015
2025/11/14,0000000001,24,0041
2025/11/14,0000000001,88,0019
2025/11/14,0000000001,63,0021
2025/11/14,0000000001,24,0038
2025/11/14,0000000001,17,0028
2025/11/14,0000000001,58,0021
2025/11/14,0000000001,22,0020
2025/11/14,0000000001,75,0007
2025/11/14,0000000001,0,0031
2025/11/14,0000000001,49,0035
2025/11/14,0000000001,52,0012
2025/11/14,0000000001,99,0018
2025/11/14,0000000001,47,0023
2025/11/14,0000000001,61,0046
2025/11/14,0000000001,64,0015
2025/11/14,0000000001,84,0006
2025/11/14,0000000001,44,0021
2025/11/14,0000000001,14,0019
2025/11/14,0000000001,49,0003
2025/11/14,0000000001,39,0030
2025/11/14,0000000001,2,0039
2025/11/14,0000000001,41,0026
2025/11/14,0000000001,78,0001
2025/11/14,0000000001,45,0039
2025/11/14,0000000001,80,0049
2025/11/14,0000000001,100,0037
2025/11/14,0000000001,61,0013
2025/11/14,0000000001,59,0003
2025/11/14,0000000001,72,0046
2025/11/14,0000000001,80,0019
2025/11/14,0000000001,72,0010
2025/11/14,0000000001,86,0001
2025/11/14,0000000001,45,0048
2025/11/14,0000000001,53,0050
2025/11/14,0000000001,58,0037
2025/11/14,0000000001,94,0020
2025/11/14,0000000001,88,0037
2025/11/14,0000000001,0,0050
2025/11/14,0000000001,54,0032
2025/11/14,0000000001,41,0007
2025/11/14,0000000001,75,0042
2025/11/14,0000000001,83,0022
2025/11/14,0000000001,33,0038
2025/11/14,0000000001,93,0028
2025/11/14,0000000001,24,0022
2025/11/14,0000000001,72,0021
2025/11/14,0000000001,47,0043
2025/11/14,0000000001,74,0017
2025/11/14,0000000001,47,0040
2025/11/14,0000000001,37,0016
2025/11/14,0000000001,31,0007
2025/11/14,0000000001,91,0011
2025/11/14,0000000001,7,0037
2025/11/14,0000000001,82,0020
2025/11/14,0000000001,50,0006
2025/11/13,0000000001,98,0045
2025/11/13,0000000001,26,0033
2025/11/13,0000000001,71,0016
2025/11/13,0000000001,65,0048
2025/11/13,0000000001,67,0014
2025/11/13,0000000001,75,0022
2025/11/13,0000000001,40,0002
2025/11/13,0000000001,56,0024
2025/11/13,0000000001,11,0014
2025/11/13,0000000001,11,0005
2025/11/13,0000000001,23,0018
2025/11/13,0000000001,13,0036
2025/11/13,0000000001,82,0014
2025/11/13,0000000001,33,0002
2025/11/13,0000000001,2,0035
2025/11/13,0000000001,92,0026
2025/11/13,0000000001,90,0044
2025/11/13,0000000001,53,0012
2025/11/13,0000000001,28,0040
2025/11/13,0000000001,51,0001
2025/11/13,0000000001,20,0049
2025/11/13,0000000001,84,0002
2025/11/13,0000000001,98,0036
2025/11/13,0000000001,51,0012
2025/11/13,0000000001,1,0013
2025/11/13,0000000001,13,0049
2025/11/13,0000000001,90,0046
2025/11/13,0000000001,53,0019
2025/11/13,0000000001,96,0008
2025/11/13,0000000001,26,0043
2025/11/13,0000000001,48,0004
2025/11/13,0000000001,91,0005
2025/11/13,0000000001,28,0020
2025/11/13,0000000001,50,0039
2025/11/13,0000000001,33,0031
2025/11/13,0000000001,42,0013
2025/11/13,0000000001,37,0040
2025/11/13,0000000001,13,0033
2025/11/13,0000000001,80,0024
2025/11/13,0000000001,52,0023
2025/11/13,0000000001,44,0018
2025/11/13,0000000001,28,0049
2025/11/13,0000000001,32,0028
2025/11/13,0000000001,20,0033
2025/11/13,0000000001,78,0014
2025/11/13,0000000001,34,0015
2025/11/13,0000000001,20,0019
2025/11/13,0000000001,7,0023
2025/11/13,0000000001,32,0004
2025/11/13,0000000001,63,0017
2025/11/13,0000000001,56,0050
2025/11/13,0000000001,56,0024
2025/11/13,0000000001,11,0034
2025/11/13,0000000001,46,0012
2025/11/13,0000000001,87,0031
2025/11/12,0000000001,61,0024
2025/11/12,0000000001,36,0013
2025/11/12,0000000001,60,0002
2025/11/12,0000000001,82,0001
2025/11/12,0000000001,86,0008
2025/11/12,0000000001,29,0043
2025/11/12,0000000001,1,0034
2025/11/12,0000000001,31,0049
2025/11/12,0000000001,68,0021
2025/11/12,0000000001,69,0045
2025/11/12,0000000001,51,0024
2025/11/12,0000000001,66,0049
2025/11/12,0000000001,72,0024
2025/11/12,0000000001,63,0029
2025/11/12,0000000001,57,0019
2025/11/12,0000000001,75,0050
2025/11/12,0000000001,80,0002
2025/11/12,0000000001,61,0038
2025/11/12,0000000001,91,0004
2025/11/12,0000000001,43,0023
2025/11/12,0000000001,80,0018
2025/11/12,0000000001,77,0041
2025/11/12,0000000001,6,0015
2025/11/12,0000000001,46,0033
2025/11/12,0000000001,86,0039
2025/11/12,0000000001,30,0048
2025/11/12,0000000001,84,0008
2025/11/12,0000000001,12,0045
2025/11/12,0000000001,98,0045
2025/11/12,0000000001,17,0001
2025/11/12,0000000001,86,0007
2025/11/12,0000000001,55,0018
2025/11/12,0000000001,99,0015
2025/11/12,0000000001,22,0023
2025/11/12,0000000001,75,0001
2025/11/12,0000000001,39,0004
2025/11/12,0000000001,13,0050
2025/11/12,0000000001,40,0046
2025/11/12,0000000001,9,0025
2025/11/12,0000000001,40,0028
2025/11/12,0000000001,95,0044
2025/11/12,0000000001,92,0030
2025/11/12,0000000001,19,0045
2025/11/12,0000000001,7,0050
2025/11/12,0000000001,65,0005
2025/11/11,0000000001,35,0039
2025/11/11,0000000001,99,0013
2025/11/11,0000000001,67,0018
2025/11/11,0000000001,62,0023
2025/11/11,0000000001,54,0017
2025/11/11,0000000001,72,0010
2025/11/11,0000000001,16,0045
2025/11/11,0000000001,40,0006
2025/11/11,0000000001,57,0005
2025/11/11,0000000001,14,0007
2025/11/11,0000000001,17,0015
2025/11/11,0000000001,15,0028
2025/11/11,0000000001,100,0048
2025/11/11,0000000001,14,0042
2025/11/11,0000000001,28,0039
2025/11/11,0000000001,19,0007
2025/11/11,0000000001,54,0039
2025/11/11,0000000001,15,0036
2025/11/11,0000000001,90,0047
2025/11/11,0000000001,59,0021
2025/11/11,0000000001,94,0026
2025/11/11,0000000001,82,0005
2025/11/11,0000000001,13,0041
2025/11/11,0000000001,84,0040
2025/11/11,0000000001,52,0027
2025/11/11,0000000001,21,0028
2025/11/11,0000000001,87,0042
2025/11/11,0000000001,75,0016
2025/11/11,0000000001,11,0017
2025/11/11,0000000001,13,0039
2025/11/11,0000000001,61,0008
2025/11/11,0000000001,25,0010
2025/11/11,0000000001,27,0023
2025/11/11,0000000001,89,0047
2025/11/11,0000000001,42,0013
2025/11/11,0000000001,57,0007
2025/11/11,0000000001,41,0041
2025/11/11,0000000001,33,0006
2025/11/11,0000000001,13,0005
2025/11/10,0000000001,40,0009
2025/11/10,0000000001,81,0046
2025/11/10,0000000001,4,0031
2025/11/10,0000000001,76,0035
2025/11/10,0000000001,2,0028
2025/11/10,0000000001,59,0018
2025/11/10,0000000001,6,0021
2025/11/10,0000000001,55,0041
2025/11/10,0000000001,82,0017
2025/11/10,0000000001,98,0019
2025/11/10,0000000001,0,0025
2025/11/10,0000000001,16,0042
2025/11/10,0000000001,7,0037
2025/11/10,0000000001,9,0009
2025/11/10,0000000001,66,0043
2025/11/10,0000000001,39,0022
2025/11/10,0000000001,96,0024
2025/11/10,0000000001,3,0040
2025/11/10,0000000001,30,0039
2025/11/10,0000000001,29,0044
2025/11/10,0000000001,91,0041
2025/11/10,0000000001,75,0024
2025/11/10,0000000001,53,0050
2025/11/10,0000000001,12,0001
2025/11/10,0000000001,79,0028
2025/11/10,0000000001,14,0031
2025/11/10,0000000001,96,0031
2025/11/10,0000000001,89,0009
2025/11/10,0000000001,52,0041
2025/11/10,0000000001,78,0021
2025/11/10,0000000001,67,0034
2025/11/10,0000000001,88,0007
2025/11/10,0000000001,89,0021
2025/11/10,0000000001,34,0002
2025/11/10,0000000001,11,0025
2025/11/10,0000000001,61,0028
2025/11/10,0000000001,84,0045
2025/11/10,0000000001,65,0015
2025/11/10,0000000001,34,0033
2025/11/10,0000000001,57,0046
2025/11/10,0000000001,65,0041
2025/11/10,0000000001,12,0035
2025/11/10,0000000001,77,0038
2025/11/10,0000000001,9,0030
2025/11/10,0000000001,58,0017
2025/11/10,0000000001,75,0041
2025/11/10,0000000001,98,0030
2025/11/10,0000000001,69,0036
2025/11/10,0000000001,86,0041
2025/11/10,0000000001,41,0029
2025/11/10,0000000001,43,0025
2025/11/10,0000000001,26,0037
2025/11/10,0000000001,69,0032
2025/11/10,0000000001,18,0048
2025/11/10,0000000001,3,0009
2025/11/10,0000000001,51,0031
2025/11/10,0000000001,63,0040
2025/11/10,0000000001,76,0022
2025/11/10,0000000001,47,0014
2025/11/09,0000000001,54,0027
2025/11/09,0000000001,95,0015
2025/11/09,0000000001,90,0039
2025/11/09,0000000001,39,0003
2025/11/09,0000000001,42,0008
2025/11/09,0000000001,31,0045
2025/11/09,0000000001,40,0024
2025/11/09,0000000001,27,0035
2025/11/09,0000000001,33,0019
2025/11/09,0000000001,54,0042
2025/11/09,0000000001,92,0014
2025/11/09,0000000001,18,0009
2025/11/09,0000000001,0,0011
2025/11/09,0000000001,15,0037
2025/11/09,0000000001,88,0046
2025/11/09,0000000001,57,0012
2025/11/09,0000000001,39,0032
2025/11/09,0000000001,82,0024
2025/11/09,0000000001,22,0027
2025/11/09,0000000001,38,0020
2025/11/09,0000000001,57,0028
2025/11/09,0000000001,93,0035
2025/11/09,0000000001,57,0005
2025/11/09,0000000001,75,0010
2025/11/09,0000000001,79,0010
2025/11/09,0000000001,88,0048
2025/11/09,0000000001,9,0045
2025/11/09,0000000001,22,0037
2025/11/09,0000000001,80,0048
2025/11/09,0000000001,40,0005
2025/11/09,0000000001,92,0040
2025/11/09,0000000001,99,0042
2025/11/09,0000000001,84,0008
2025/11/09,0000000001,79,0036
2025/11/09,0000000001,86,0047
2025/11/09,0000000001,34,0025
2025/11/09,0000000001,36,0038
2025/11/09,0000000001,99,0003
2025/11/09,0000000001,4,0001
2025/11/09,0000000001,23,0020
2025/11/09,0000000001,86,0036
2025/11/09,0000000001,50,0009
2025/11/09,0000000001,90,0026
2025/11/09,0000000001,51,0042
2025/11/09,0000000001,37,0016
2025/11/08,0000000001,67,0009
2025/11/08,0000000001,83,0050
2025/11/08,0000000001,63,0031
2025/11/08,0000000001,26,0035
2025/11/08,0000000001,54,0047
2025/11/08,0000000001,54,0005
2025/11/08,0000000001,86,0042
2025/11/08,0000000001,97,0038
2025/11/08,0000000001,29,0039
2025/11/08,0000000001,74,0018
2025/11/08,0000000001,26,0030
2025/11/08,0000000001,31,0008
2025/11/08,0000000001,9,0040
2025/11/08,0000000001,24,0038
2025/11/08,0000000001,62,0029
2025/11/08,0000000001,28,0005
2025/11/08,0000000001,33,0039
2025/11/08,0000000001,27,0021
2025/11/08,0000000001,58,0017
2025/11/08,0000000001,15,0035
2025/11/08,0000000001,14,0005
2025/11/08,0000000001,73,0002
2025/11/08,0000000001,41,0036
2025/11/08,0000000001,20,0016
2025/11/08,0000000001,58,0021
2025/11/08,0000000001,66,0002
2025/11/08,0000000001,92,0010
2025/11/08,0000000001,89,0040
2025/11/08,0000000001,1,0024
2025/11/08,0000000001,81,0042
2025/11/08,0000000001,42,0026
2025/11/08,0000000001,29,0012
2025/11/08,0000000001,16,0005
2025/11/08,0000000001,2,0030
2025/11/08,0000000001,90,0025
2025/11/08,0000000001,85,0035
2025/11/08,0000000001,49,0022
2025/11/08,0000000001,88,0013
2025/11/08,0000000001,18,0005
2025/11/08,0000000001,10,0012
2025/11/08,0000000001,66,0040
2025/11/08,0000000001,71,0009
2025/11/08,0000000001,35,0040
2025/11/08,0000000001,47,0042
2025/11/08,0000000001,88,0008
2025/11/08,0000000001,32,0035
2025/11/08,0000000001,18,0005
2025/11/08,0000000001,97,0007
2025/11/08,0000000001,4,0049
2025/11/08,0000000001,10,0007
2025/11/08,0000000001,40,0011
2025/11/08,0000000001,50,0049
2025/11/08,0000000001,100,0050
2025/11/08,0000000001,1,0018
2025/11/08,0000000001,30,0046
2025/11/08,0000000001,75,0042
2025/11/08,0000000001,33,0030
2025/11/08,0000000001,76,0022
2025/11/08,0000000001,87,0022
2025/11/08,0000000001,25,0019
2025/11/08,0000000001,50,0037
2025/11/08,0000000001,62,0007
2025/11/08,0000000001,33,0036
2025/11/08,0000000001,10,0005
2025/11/07,0000000001,88,0034
2025/11/07,0000000001,29,0049
2025/11/07,0000000001,15,0030
2025/11/07,0000000001,7,0005
2025/11/07,0000000001,99,0047
2025/11/07,0000000001,72,0029
2025/11/07,0000000001,19,0019
2025/11/07,0000000001,62,0020
2025/11/07,0000000001,95,0005
2025/11/07,0000000001,92,0015
2025/11/07,0000000001,88,0037
2025/11/07,0000000001,18,0008
2025/11/07,0000000001,61,0046
2025/11/07,0000000001,15,0043
2025/11/07,0000000001,22,0021
2025/11/07,0000000001,87,0031
2025/11/07,0000000001,50,0007
2025/11/07,0000000001,72,0045
2025/11/07,0000000001,18,0042
2025/11/07,0000000001,73,0043
2025/11/07,0000000001,79,0038
2025/11/07,0000000001,70,0018
2025/11/07,0000000001,42,0017
2025/11/07,0000000001,96,0021
2025/11/07,0000000001,100,0003
2025/11/07,0000000001,79,0008
2025/11/07,0000000001,9,0046
2025/11/07,0000000001,71,0043
2025/11/07,0000000001,40,0008
2025/11/07,0000000001,85,0008
2025/11/07,0000000001,93,0026
2025/11/07,0000000001,10,0038
2025/11/07,0000000001,10,0023
2025/11/07,0000000001,34,0025
2025/11/07,0000000001,42,0009
2025/11/07,0000000001,86,0031
2025/11/07,0000000001,100,0002
2025/11/07,0000000001,65,0022
2025/11/07,0000000001,34,0008
2025/11/07,0000000001,6,0050
2025/11/07,0000000001,88,0009
2025/11/07,0000000001,47,0006
2025/11/07,0000000001,62,0019
2025/11/07,0000000001,6,0022
2025/11/07,0000000001,52,0044
2025/11/07,0000000001,0,0045
2025/11/07,0000000001,25,0024
2025/11/07,0000000001,47,0019
2025/11/07,0000000001,13,0022
2025/11/07,0000000001,43,0010
2025/11/07,0000000001,54,0024
2025/11/07,0000000001,28,0004
2025/11/07,0000000001,10,0024
2025/11/07,0000000001,8,0007
2025/11/07,0000000001,63,0041
2025/11/07,0000000001,27,0027
2025/11/07,0000000001,38,0030
2025/11/07,0000000001,92,0028
2025/11/07,0000000001,36,0011
2025/11/06,0000000001,49,0039
2025/11/06,0000000001,3,0016
2025/11/06,0000000001,38,0019
2025/11/06,0000000001,50,0022
2025/11/06,0000000001,51,0004
2025/11/06,0000000001,79,0040
2025/11/06,0000000001,15,0014
2025/11/06,0000000001,70,0018
2025/11/06,0000000001,7,0033
2025/11/06,0000000001,95,0026
2025/11/06,0000000001,55,0002
2025/11/06,0000000001,43,0022
2025/11/06,0000000001,74,0002
2025/11/06,0000000001,93,0018
2025/11/06,0000000001,17,0039
2025/11/06,0000000001,47,0038
2025/11/06,0000000001,99,0010
2025/11/06,0000000001,31,0036
2025/11/06,0000000001,18,0018
2025/11/06,0000000001,8,0038
2025/11/06,0000000001,96,0011
2025/11/06,0000000001,51,0024
2025/11/06,0000000001,46,0038
2025/11/06,0000000001,18,0011
2025/11/06,0000000001,90,0038
2025/11/06,0000000001,20,0041
2025/11/06,0000000001,51,0048
2025/11/06,0000000001,69,0023
2025/11/06,0000000001,50,0012
2025/11/06,0000000001,69,0002
2025/11/06,0000000001,73,0028
2025/11/06,0000000001,21,0024
2025/11/06,0000000001,13,0027
2025/11/06,0000000001,22,0046
2025/11/06,0000000001,35,0049
2025/11/06,0000000001,12,0033
2025/11/06,0000000001,39,0036
2025/11/06,0000000001,24,0037
2025/11/06,0000000001,83,0038
2025/11/06,0000000001,33,0027
2025/11/06,0000000001,43,0020
2025/11/06,0000000001,43,0035
2025/11/06,0000000001,6,0029
2025/11/06,0000000001,7,0010
2025/11/06,0000000001,0,0034
2025/11/06,0000000001,39,0039
2025/11/06,0000000001,89,0017
2025/11/06,0000000001,6,0028
2025/11/06,0000000001,8,0042
2025/11/06,0000000001,58,0011
2025/11/06,0000000001,57,0017
2025/11/06,0000000001,45,0017
2025/11/06,0000000001,18,0032
2025/11/06,0000000001,82,0031
2025/11/06,0000000001,16,0010
2025/11/06,0000000001,16,0034
2025/11/06,0000000001,74,0043
2025/11/06,0000000001,54,0025
2025/11/06,0000000001,92,0009
2025/11/06,0000000001,60,0005
2025/11/06,0000000001,0,0034
2025/11/06,0000000001,59,0037
2025/11/06,0000000001,26,0037
2025/11/05,0000000001,49,0050
2025/11/05,0000000001,50,0034
2025/11/05,0000000001,87,0014
2025/11/05,0000000001,51,0016
2025/11/05,0000000001,45,0029
2025/11/05,0000000001,99,0032
2025/11/05,0000000001,80,0024
2025/11/05,0000000001,49,0040
2025/11/05,0000000001,69,0034
2025/11/05,0000000001,93,0016
2025/11/05,0000000001,35,0015
2025/11/05,0000000001,23,0037
2025/11/05,0000000001,72,0012
2025/11/05,0000000001,28,0022
2025/11/05,0000000001,42,0024
2025/11/05,0000000001,64,0009
2025/11/05,0000000001,13,0040
2025/11/05,0000000001,62,0035
2025/11/05,0000000001,72,0020
2025/11/05,0000000001,26,0007
2025/11/05,0000000001,43,0001
2025/11/05,0000000001,21,0033
2025/11/05,0000000001,63,0020
2025/11/05,0000000001,4,0038
2025/11/05,0000000001,92,0022
2025/11/05,0000000001,61,0007
2025/11/05,0000000001,44,0007
2025/11/05,0000000001,74,0027
2025/11/05,0000000001,49,0036
2025/11/05,0000000001,29,0022
2025/11/05,0000000001,68,0016
2025/11/05,0000000001,22,0013
2025/11/05,0000000001,88,0016
2025/11/05,0000000001,32,0023
2025/11/05,0000000001,17,0045
2025/11/05,0000000001,66,0009
2025/11/05,0000000001,7,0028
2025/11/04,0000000001,37,0035
2025/11/04,0000000001,89,0033
2025/11/04,0000000001,94,0046
2025/11/04,0000000001,77,0026
2025/11/04,0000000001,89,0041
2025/11/04,0000000001,39,0031
2025/11/04,0000000001,74,0002
2025/11/04,0000000001,71,0024
2025/11/04,0000000001,86,0005
2025/11/04,0000000001,18,0029
2025/11/04,0000000001,97,0033
2025/11/04,0000000001,39,0038
2025/11/04,0000000001,77,0034
2025/11/04,0000000001,34,0035
2025/11/04,0000000001,53,0005
2025/11/04,0000000001,57,0018
2025/11/04,0000000001,36,0034
2025/11/04,0000000001,38,0044
2025/11/04,0000000001,72,0032
2025/11/04,0000000001,31,0018
2025/11/04,0000000001,19,0026
2025/11/04,0000000001,64,0009
2025/11/04,0000000001,83,0044
2025/11/04,0000000001,95,0012
2025/11/04,0000000001,99,0007
2025/11/04,0000000001,5,0046
2025/11/04,0000000001,50,0039
2025/11/04,0000000001,59,0013
2025/11/04,0000000001,9,0039
